IMAGE,LABEL,DATE,YEAR,MONTH,DAY,TIME
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29040294180_o.jpg,bf_775,20160711,2016,7,11,171928
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29248857721_o.jpg,bf_775,20160711,2016,7,11,160545
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29040264950_o.jpg,bf_775,20160711,2016,7,11,171349
brooksFalls/fa_2015_2016/bf_775/2015CF_lefty-775_20515512372_o.jpg,bf_775,20150713,2015,7,13,200934
brooksFalls/fa_2015_2016/bf_775/2015CF_lefty-775_20517089282_o.jpg,bf_775,20150716,2015,7,16,183853
brooksFalls/fa_2015_2016/bf_775/2015CF_lefty-775_19901793814_o.jpg,bf_775,20150714,2015,7,14,94901
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28707182843_o.jpg,bf_775,20160711,2016,7,11,174909
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29296014906_o.jpg,bf_775,20160712,2016,7,12,200826
brooksFalls/fa_2015_2016/bf_775/2015CF_lefty-775_20337316800_o.jpg,bf_775,20150715,2015,7,15,160244
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29228627022_o.jpg,bf_775,20160716,2016,7,16,203437
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29049376440_o.jpg,bf_775,20160716,2016,7,16,205555
brooksFalls/fi_2015_2016/bf_775/2015IF_775-lefty_1_07122015_26373094406_o_small.jpg,bf_775,20150712,2015,7,12,191801
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29228721482_o.jpg,bf_775,20160716,2016,7,16,205100
brooksFalls/an_201708/bf_775/28869612231_983548567d_k.jpg,bf_775,0,0,0,0,0
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29247944421_o.jpg,bf_775,20160710,2016,7,10,182541
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28705917663_o.jpg,bf_775,20160710,2016,7,10,182539
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28705865263_o.jpg,bf_775,20160710,2016,7,10,182107
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29049340240_o.jpg,bf_775,20160716,2016,7,16,205509
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28707987053_o.jpg,bf_775,20160712,2016,7,12,173956
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29257936531_o.jpg,bf_775,20160716,2016,7,16,205512
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29257940941_o.jpg,bf_775,20160716,2016,7,16,205512
brooksFalls/bear_mon_201507/bf_775/P1200982.JPG,bf_775,20150713,2015,7,13,201712
brooksFalls/bear_mon_201607/bf_775/P1240525.JPG,bf_775,20160707,2016,7,7,191614
brooksFalls/bear_mon_201507/bf_775/P1200985.JPG,bf_775,20150713,2015,7,13,203144
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28704005884_o.jpg,bf_775,20160710,2016,7,10,185436
brooksFalls/nps_library_201709/bf_775/775_092704_02.jpg,bf_775,20040927,2004,9,27,193202
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29295038566_o.jpg,bf_775,20160712,2016,7,12,171840
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29249161111_o.jpg,bf_775,20160711,2016,7,11,174034
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28706756774_o.jpg,bf_775,20160712,2016,7,12,200827
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29220502852_o.jpg,bf_775,20160712,2016,7,12,171802
brooksFalls/an_201708/bf_775/20750686898_40ec187030_k.jpg,bf_775,0,0,0,0,0
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29292946676_o.jpg,bf_775,20160710,2016,7,10,180641
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_29327721145_o.jpg,bf_775,20160711,2016,7,11,160232
brooksFalls/fa_2015_2016/bf_775/2015CF_lefty-775_20498767436_o.jpg,bf_775,20150714,2015,7,14,190838
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28707942513_o.jpg,bf_775,20160712,2016,7,12,172739
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28704708994_o.jpg,bf_775,20160711,2016,7,11,154940
brooksFalls/fa_2015_2016/bf_775/2016CF_lefty-775_28706012653_o.jpg,bf_775,20160710,2016,7,10,183843
brooksFalls/bear_mon_201409/bf_293/P1190253.JPG,bf_293,20141008,2014,10,8,91822
brooksFalls/bear_mon_201407/bf_201/P1150509.JPG,bf_201,20140703,2014,7,3,141316
brooksFalls/fi_2015_2016/bf_201/2015IF_201_2_07032015_26290117522_o_small.jpg,bf_201,20150703,2015,7,3,203611
brooksFalls/bear_mon_201407/bf_201/P1150513.JPG,bf_201,20140703,2014,7,3,141349
brooksFalls/bear_mon_201407/bf_201/P1150493.JPG,bf_201,20140702,2014,7,2,213242
brooksFalls/bear_mon_201507/bf_201/P1210364.JPG,bf_201,20150719,2015,7,19,202705
britishColumbia/melanie_20170828/bc_pete/IMG_8509.JPG,bc_pete,20160729,2016,7,29,94512
britishColumbia/melanie_20170828/bc_pete/IMG_8503.JPG,bc_pete,20160729,2016,7,29,94412
brooksFalls/bear_mon_201509/bf_474/P1220829.JPG,bf_474,20150917,2015,9,17,82742
brooksFalls/bear_mon_201407/bf_289/P1150922.JPG,bf_289,20140714,2014,7,14,150905
brooksFalls/bear_mon_201509/bf_289/P1230421.JPG,bf_289,20150929,2015,9,29,83704
brooksFalls/ko_201709/bf_289/289-1-3-3.jpg,bf_289,20160921,2016,9,21,171832
brooksFalls/fa_2015_2016/bf_289/2016CF_289_29325932325_o.jpg,bf_289,20160710,2016,7,10,144954
brooksFalls/bear_mon_201407/bf_289/P1150653.JPG,bf_289,20140705,2014,7,5,224947
brooksFalls/bear_mon_201609/bf_289/P1260907.JPG,bf_289,20160922,2016,9,22,201838
brooksFalls/fa_2015_2016/bf_289/2016CF_289_29257582351_o.jpg,bf_289,20160716,2016,7,16,160014
brooksFalls/bear_mon_201407/bf_289/P1150794.JPG,bf_289,20140711,2014,7,11,191803
brooksFalls/bear_mon_201407/bf_289/P1150598.JPG,bf_289,20140703,2014,7,3,204542
brooksFalls/ko_201709/bf_289/289-8-3.jpg,bf_289,20160921,2016,9,21,171847
brooksFalls/la_201705/bf_289/2016larinor_289_6168.jpg,bf_289,20160916,2016,9,16,185111
brooksFalls/bear_mon_201507/bf_289/P1190844.JPG,bf_289,20150627,2015,6,27,155751
brooksFalls/fa_2015_2016/bf_289/2016CF_289_29248439791_o.jpg,bf_289,20160710,2016,7,10,194357
brooksFalls/bear_mon_201407/bf_289/P1150599.JPG,bf_289,20140703,2014,7,3,204553
brooksFalls/fa_2015_2016/bf_289/2016CF_289_29336463095_o.jpg,bf_289,20160716,2016,7,16,161927
brooksFalls/ko_201709/bf_289/289-3-2-3.jpg,bf_289,20160921,2016,9,21,171906
brooksFalls/ko_201709/bf_289/289-3.jpg,bf_289,20160923,2016,9,23,202823
brooksFalls/la_201705/bf_289/2016larinor_289_6151.jpg,bf_289,20160916,2016,9,16,184713
brooksFalls/bear_mon_201507/bf_289/P1190845.JPG,bf_289,20150627,2015,6,27,155809
brooksFalls/bear_mon_201609/bf_289/P1270247.JPG,bf_289,20161002,2016,10,2,155324
brooksFalls/ko_201709/bf_289/289-9-3.jpg,bf_289,20160921,2016,9,21,171847
brooksFalls/fa_2015_2016/bf_289/2016CF_289_29292154126_o.jpg,bf_289,20160710,2016,7,10,145040
brooksFalls/bear_mon_201607/bf_289/P1240083.JPG,bf_289,20160629,2016,6,29,194749
brooksFalls/bear_mon_201407/bf_289/P1150447.JPG,bf_289,20140702,2014,7,2,192938
brooksFalls/bear_mon_201407/bf_289/P1150932.JPG,bf_289,20140714,2014,7,14,191347
brooksFalls/fa_2015_2016/bf_289/2016CF_289_28706514563_o.jpg,bf_289,20160710,2016,7,10,200040
brooksFalls/bear_mon_201509/bf_289/P1230413.JPG,bf_289,20150928,2015,9,28,191247
brooksFalls/bear_mon_201407/bf_289/P1150658.JPG,bf_289,20140705,2014,7,5,225129
britishColumbia/melanie_20170828/bc_tuna/IMG_9226.JPG,bc_tuna,20160804,2016,8,4,153011
britishColumbia/melanie_20170828/bc_tuna/IMG_9102.JPG,bc_tuna,20160804,2016,8,4,145135
britishColumbia/melanie_20170828/bc_tuna/IMG_0185.JPG,bc_tuna,20131003,2013,10,3,164709
britishColumbia/melanie_20170828/bc_tuna/IMG_1139.JPG,bc_tuna,20160827,2016,8,27,92305
britishColumbia/melanie_20170828/bc_tuna/IMG_9081.JPG,bc_tuna,20160804,2016,8,4,144957
britishColumbia/melanie_20170828/bc_tuna/IMG_0188.JPG,bc_tuna,20131003,2013,10,3,164742
brooksFalls/bear_mon_201509/bf_461/P1220362.JPG,bf_461,20150908,2015,9,8,203253
britishColumbia/melanie_20170828/bc_jaque/IMG_9693.JPG,bc_jaque,20160814,2016,8,14,160529
britishColumbia/melanie_20170828/bc_jaque/IMG_9695.JPG,bc_jaque,20160814,2016,8,14,160530
britishColumbia/melanie_20170828/bc_jaque/IMG_9694.JPG,bc_jaque,20160814,2016,8,14,160530
britishColumbia/melanie_20170828/bc_jaque/IMG_9699.JPG,bc_jaque,20160814,2016,8,14,160542
britishColumbia/melanie_20170828/bc_jaque/IMG_9739.JPG,bc_jaque,20160814,2016,8,14,161400
brooksFalls/bear_mon_201507/bf_604/P1210496.JPG,bf_604,20150720,2015,7,20,153048
britishColumbia/melanie_20170828/bc_clyde/IMG_0474.JPG,bc_clyde,20100621,2010,6,21,180352
britishColumbia/melanie_20170828/bc_clyde/IMG_0869.JPG,bc_clyde,20110825,2011,8,25,183733
britishColumbia/melanie_20170828/bc_clyde/IMG_0665.JPG,bc_clyde,20110822,2011,8,22,170216
britishColumbia/melanie_20170828/bc_oso/IMG_0069.JPG,bc_oso,20160815,2016,8,15,103348
britishColumbia/melanie_20170828/bc_lillian/IMG_5682.JPG,bc_lillian,20150926,2015,9,26,162321
britishColumbia/melanie_20170828/bc_lillian/IMG_6636.JPG,bc_lillian,20160518,2016,5,18,103349
britishColumbia/melanie_20170828/bc_lillian/IMG_1425.JPG,bc_lillian,20140521,2014,5,21,85735
britishColumbia/melanie_20170828/bc_lillian/IMG_0258.JPG,bc_lillian,20160818,2016,8,18,80342
brooksFalls/bear_mon_201607/bf_402/P1230971.JPG,bf_402,20160628,2016,6,28,151151
brooksFalls/an_201708/bf_402/29429985133_03a7516de4_k.jpg,bf_402,0,0,0,0,0
brooksFalls/nps_library_201709/bf_402/402_092803_1.jpg,bf_402,20030928,2003,9,28,194812
brooksFalls/bear_mon_201607/bf_402/P1240552.JPG,bf_402,20160707,2016,7,7,195526
brooksFalls/nps_library_201709/bf_402/402_062603_p4.jpg,bf_402,20030626,2003,6,26,132523
brooksFalls/an_201708/bf_402/29112553561_9b31c9bf5d_k.jpg,bf_402,0,0,0,0,0
brooksFalls/fa_2015_2016/bf_402/2016CF_402_28703409564_o.jpg,bf_402,20160710,2016,7,10,172441
brooksFalls/fi_2015_2016/bf_402/2016IF_402_07032016_30825178352_o_small.jpg,bf_402,20160703,2016,7,3,204201
britishColumbia/melanie_20170828/bc_also/IMG_9854.JPG,bc_also,20160815,2016,8,15,84807
britishColumbia/melanie_20170828/bc_also/IMG_9622.JPG,bc_also,20160811,2016,8,11,141556
britishColumbia/melanie_20170828/bc_also/IMG_2380.JPG,bc_also,20161006,2016,10,6,80940
britishColumbia/melanie_20170828/bc_also/IMG_9850.JPG,bc_also,20160815,2016,8,15,84744
britishColumbia/melanie_20170828/bc_also/IMG_9597.JPG,bc_also,20160810,2016,8,10,111841
britishColumbia/melanie_20170828/bc_also/IMG_2379.JPG,bc_also,20161006,2016,10,6,80939
britishColumbia/melanie_20170828/bc_also/IMG_2401.JPG,bc_also,20161007,2016,10,7,153146
britishColumbia/melanie_20170828/bc_also/IMG_1825.JPG,bc_also,20160923,2016,9,23,82626
britishColumbia/melanie_20170828/bc_also/IMG_9608.JPG,bc_also,20160810,2016,8,10,112051
brooksFalls/fa_2015_2016/bf_410/2016CF_four-ton-410_29249337611_o.jpg,bf_410,20160712,2016,7,12,91604
brooksFalls/ko_201709/bf_410/410 Early Summer-12.jpg,bf_410,20170621,2017,6,21,145238
brooksFalls/nps_library_201709/bf_410/b410_090502_p1.jpg,bf_410,20020905,2002,9,5,184456
brooksFalls/fa_2015_2016/bf_410/2016CF_four-ton-410_28713419514_o.jpg,bf_410,20160716,2016,7,16,181458
brooksFalls/bear_mon_201607/bf_410/P1240381.JPG,bf_410,20160705,2016,7,5,210445
brooksFalls/je_201708/bf_410/410_10234912036_o.jpg,bf_410,20130916,2013,9,16,153234
brooksFalls/nps_library_201709/bf_410/410_100404_03.jpg,bf_410,20041004,2004,10,4,182757
brooksFalls/ko_201709/bf_410/410 Fall-5.jpg,bf_410,20160930,2016,9,30,223128
brooksFalls/fa_2015_2016/bf_410/2016CF_four-ton-410_28705225704_o.jpg,bf_410,20160711,2016,7,11,194813
brooksFalls/bear_mon_201407/bf_410/P1140905.JPG,bf_410,20140625,2014,6,25,152825
brooksFalls/fi_2015_2016/bf_410/2015IF_410_1_06282015_25779520953_o_small.jpg,bf_410,20150628,2015,6,28,111858
brooksFalls/bear_mon_201407/bf_410/P1140906.JPG,bf_410,20140625,2014,6,25,152828
brooksFalls/bear_mon_201507/bf_410/P1200674.JPG,bf_410,20150710,2015,7,10,192544
brooksFalls/nps_library_201709/bf_410/410_092103_1.jpg,bf_410,20030921,2003,9,21,180657
brooksFalls/la_201705/bf_410/2016larinor_410_2612.jpg,bf_410,20160914,2016,9,14,181021
brooksFalls/an_201708/bf_410/28947006435_1fcfdcfe15_k.jpg,bf_410,0,0,0,0,0
brooksFalls/fa_2015_2016/bf_410/2015CF_four-ton-410_20514496212_o.jpg,bf_410,20150711,2015,7,11,152731
brooksFalls/bear_mon_201407/bf_410/P1140945.JPG,bf_410,20140625,2014,6,25,201517
brooksFalls/fa_2015_2016/bf_410/2016CF_four-ton-410_29293118796_o.jpg,bf_410,20160710,2016,7,10,182630
brooksFalls/bear_mon_201607/bf_410/P1230869.JPG,bf_410,20160627,2016,6,27,142045
brooksFalls/la_201705/bf_410/2016larinor_410_2624.jpg,bf_410,20160914,2016,9,14,181035
brooksFalls/nps_library_201709/bf_410/410_091204_02.jpg,bf_410,20040912,2004,9,12,112322
brooksFalls/ko_201709/bf_410/410-6.jpg,bf_410,20160629,2016,6,29,221436
brooksFalls/nps_library_201709/bf_410/410_100104_02.jpg,bf_410,20041001,2004,10,1,190355
brooksFalls/bear_mon_201507/bf_410/P1200671.JPG,bf_410,20150710,2015,7,10,192130
brooksFalls/la_201705/bf_410/2016larinor_410_2620.jpg,bf_410,20160914,2016,9,14,181027
brooksFalls/nps_library_201709/bf_410/410_070703_1.jpg,bf_410,20030707,2003,7,7,202437
brooksFalls/fa_2015_2016/bf_410/2015CF_four-ton-410_20523340035_o.jpg,bf_410,20150711,2015,7,11,152031
brooksFalls/je_201708/bf_410/410_14518391198_o.jpg,bf_410,20140719,2014,7,19,175245
brooksFalls/fa_2015_2016/bf_410/2016CF_four-ton-410_29249645351_o.jpg,bf_410,20160712,2016,7,12,135647
brooksFalls/bear_mon_201507/bf_093/P1200308.JPG,bf_093,20150702,2015,7,2,191629
brooksFalls/ko_201709/bf_879/879 Fall-11-2.jpg,bf_879,20160929,2016,9,29,215411
brooksFalls/ko_201709/bf_879/879 Fall-13-2.jpg,bf_879,20160929,2016,9,29,215440
brooksFalls/ko_201709/bf_879/879 Fall-8.jpg,bf_879,20160927,2016,9,27,173231
brooksFalls/ko_201709/bf_879/879 Fall-18.jpg,bf_879,20160929,2016,9,29,220017
brooksFalls/ko_201709/bf_879/879 Fall-4-2.jpg,bf_879,20160929,2016,9,29,215655
brooksFalls/bear_mon_201609/bf_879/P1250747.JPG,bf_879,20160829,2016,8,29,194648
brooksFalls/bear_mon_201409/bf_879/P1160850.JPG,bf_879,20140828,2014,8,28,200908
brooksFalls/misc_20170907/bf_879/879_littleostow_sep2014_1.jpg,bf_879,20140901,2014,9,1,33505
brooksFalls/je_201708/bf_171/171_29986883982_o.jpg,bf_171,20141005,2014,10,5,114411
brooksFalls/bear_mon_201507/bf_171/P1210256.JPG,bf_171,20150719,2015,7,19,150214
brooksFalls/bear_mon_201607/bf_171/P1250492.JPG,bf_171,20160730,2016,7,30,153002
brooksFalls/an_201708/bf_171/15785078776_b788663646_k.jpg,bf_171,0,0,0,0,0
brooksFalls/bear_mon_201507/bf_171/P1210258.JPG,bf_171,20150719,2015,7,19,150230
brooksFalls/bear_mon_201607/bf_171/P1250417.JPG,bf_171,20160729,2016,7,29,192504
brooksFalls/bear_mon_201509/bf_171/P1230318.JPG,bf_171,20150927,2015,9,27,142736
brooksFalls/bear_mon_201507/bf_171/P1210194.JPG,bf_171,20150718,2015,7,18,210820
brooksFalls/bear_mon_201509/bf_171/P1230264.JPG,bf_171,20150925,2015,9,25,194527
brooksFalls/bear_mon_201609/bf_720/P1270223.JPG,bf_720,20161002,2016,10,2,94908
brooksFalls/bear_mon_201609/bf_720/P1270215.JPG,bf_720,20161002,2016,10,2,94843
brooksFalls/bear_mon_201609/bf_720/P1270217.JPG,bf_720,20161002,2016,10,2,94854
brooksFalls/bear_mon_201609/bf_717/P1260882.JPG,bf_717,20160922,2016,9,22,155946
britishColumbia/melanie_20170828/bc_freya/IMG_1305_1.JPG,bc_freya,20140511,2014,5,11,143540
brooksFalls/bear_mon_201407/bf_401/P1150546.JPG,bf_401,20140703,2014,7,3,190521
britishColumbia/melanie_20170828/bc_trouble/IMG_9957.JPG,bc_trouble,20160815,2016,8,15,94740
britishColumbia/melanie_20170828/bc_trouble/IMG_9455.JPG,bc_trouble,20160809,2016,8,9,132933
brooksFalls/bear_mon_201507/bf_274/P1200208.JPG,bf_274,20150701,2015,7,1,153112
brooksFalls/bear_mon_201407/bf_274/P1150033.JPG,bf_274,20140626,2014,6,26,153823
brooksFalls/bear_mon_201607/bf_274/P1230995.JPG,bf_274,20160628,2016,6,28,191303
brooksFalls/fr_201708/bf_274/35951914226_89c4ddb6d8_b.jpg,bf_274,0,0,0,0,0
brooksFalls/je_201708/bf_274/274-overflow_14592060374_o.jpg,bf_274,20140705,2014,7,5,144528
brooksFalls/bear_mon_201507/bf_274/P1190754.JPG,bf_274,20150624,2015,6,24,193945
brooksFalls/bear_mon_201407/bf_274/P1150026.JPG,bf_274,20140626,2014,6,26,153717
brooksFalls/bear_mon_201507/bf_274/P1190747.JPG,bf_274,20150624,2015,6,24,193527
brooksFalls/fr_201708/bf_274/35153678844_c09c76f4cc_b.jpg,bf_274,0,0,0,0,0
brooksFalls/je_201708/bf_274/274-overflow_28077546700_o.jpg,bf_274,20160628,2016,6,28,204716
brooksFalls/bear_mon_201407/bf_274/P1140877.JPG,bf_274,20140624,2014,6,24,202948
brooksFalls/bear_mon_201507/bf_274/P1200209.JPG,bf_274,20150701,2015,7,1,153116
brooksFalls/bear_mon_201607/bf_274/P1240075.JPG,bf_274,20160629,2016,6,29,194423
brooksFalls/ko_201709/bf_032/32-4.jpg,bf_032,20160615,2016,6,15,120436
brooksFalls/bear_mon_201607/bf_032/P1250080.JPG,bf_032,20160718,2016,7,18,192240
brooksFalls/bear_mon_201409/bf_032/P1180349.JPG,bf_032,20140918,2014,9,18,190031
brooksFalls/bear_mon_201407/bf_032/P1140925.JPG,bf_032,20140625,2014,6,25,191947
brooksFalls/ko_201709/bf_032/IMG_7498.jpg,bf_032,20170526,2017,5,26,190752
brooksFalls/an_201708/bf_032/28870369751_d6322f4c08_k.jpg,bf_032,0,0,0,0,0
brooksFalls/bear_mon_201507/bf_032/P1190981.JPG,bf_032,20150627,2015,6,27,200935
brooksFalls/fa_2015_2016/bf_032/2015CF_chunk-32_20531912261_o.jpg,bf_032,20150715,2015,7,15,175853
brooksFalls/bear_mon_201507/bf_032/P1190987.JPG,bf_032,20150627,2015,6,27,201522
brooksFalls/bear_mon_201507/bf_032/P1200748.JPG,bf_032,20150710,2015,7,10,203857
brooksFalls/bear_mon_201609/bf_032/P1250952.JPG,bf_032,20160901,2016,9,1,195131
brooksFalls/bear_mon_201507/bf_032/P1190980.JPG,bf_032,20150627,2015,6,27,200913
brooksFalls/bear_mon_201407/bf_032/P1150443.JPG,bf_032,20140702,2014,7,2,192332
brooksFalls/bear_mon_201509/bf_032/P1220872.JPG,bf_032,20150917,2015,9,17,100339
britishColumbia/melanie_20170828/bc_shaniqua/IMG_2352.JPG,bc_shaniqua,20100607,2010,6,7,85608
britishColumbia/melanie_20170828/bc_shaniqua/IMG_3869.JPG,bc_shaniqua,20100925,2010,9,25,111104
brooksFalls/bear_mon_201409/bf_480/P1170403.JPG,bf_480,20140905,2014,9,5,185356
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28707439514_o.jpg,bf_480,20160714,2016,7,14,165455
brooksFalls/an_201708/bf_480/29959943272_248d0f18a3_k.jpg,bf_480,0,0,0,0,0
brooksFalls/bear_mon_201509/bf_480/P1230219.JPG,bf_480,20150924,2015,9,24,184042
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28707407454_o.jpg,bf_480,20160714,2016,7,14,165322
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29042909090_o.jpg,bf_480,20160714,2016,7,14,172136
brooksFalls/bear_mon_201607/bf_480/P1240951.JPG,bf_480,20160715,2016,7,15,201955
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29222371692_o.jpg,bf_480,20160714,2016,7,14,174257
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28709662893_o.jpg,bf_480,20160714,2016,7,14,165449
brooksFalls/nps_library_201709/bf_480/480_071604_06.jpg,bf_480,20040716,2004,7,16,185725
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28709667573_o.jpg,bf_480,20160714,2016,7,14,165453
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29251643271_o.jpg,bf_480,20160714,2016,7,14,172831
brooksFalls/ko_201709/bf_480/480 Fall-2-4.jpg,bf_480,20160925,2016,9,25,223115
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29251428591_o.jpg,bf_480,20160714,2016,7,14,162601
brooksFalls/bear_mon_201507/bf_480/P1210221.JPG,bf_480,20150719,2015,7,19,142701
brooksFalls/bear_mon_201407/bf_480/P1150569.JPG,bf_480,20140703,2014,7,3,193644
brooksFalls/fa_2015_2016/bf_480/2015CF_otis-480_20514472782_o.jpg,bf_480,20150711,2015,7,11,152107
brooksFalls/bear_mon_201607/bf_480/P1240952.JPG,bf_480,20160715,2016,7,15,202028
brooksFalls/fa_2015_2016/bf_480/2015CF_otis-480_20336632449_o.jpg,bf_480,20150711,2015,7,11,152221
brooksFalls/ko_201709/bf_480/480-1-2-2.jpg,bf_480,20160923,2016,9,23,201159
brooksFalls/ko_201709/bf_480/480-65.jpg,bf_480,20160920,2016,9,20,191506
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29222250772_o.jpg,bf_480,20160714,2016,7,14,165437
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29042752480_o.jpg,bf_480,20160714,2016,7,14,162619
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28707291934_o.jpg,bf_480,20160714,2016,7,14,162617
brooksFalls/an_201708/bf_480/28660371490_c35c83ec99_k.jpg,bf_480,0,0,0,0,0
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28707492334_o.jpg,bf_480,20160714,2016,7,14,172837
brooksFalls/bear_mon_201507/bf_480/P1200992.JPG,bf_480,20150713,2015,7,13,203724
brooksFalls/bear_mon_201607/bf_480/P1240830.JPG,bf_480,20160710,2016,7,10,194214
brooksFalls/bear_mon_201507/bf_480/P1200730.JPG,bf_480,20150710,2015,7,10,201708
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29222324202_o.jpg,bf_480,20160714,2016,7,14,172130
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28707478224_o.jpg,bf_480,20160714,2016,7,14,172321
brooksFalls/bear_mon_201407/bf_480/P1160155.JPG,bf_480,20140722,2014,7,22,192252
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28709572993_o.jpg,bf_480,20160714,2016,7,14,162620
brooksFalls/an_201708/bf_480/20312363151_1bc1dea24f_k.jpg,bf_480,0,0,0,0,0
brooksFalls/bear_mon_201507/bf_480/P1200725.JPG,bf_480,20150710,2015,7,10,201407
brooksFalls/bear_mon_201507/bf_480/P1210303.JPG,bf_480,20150719,2015,7,19,152852
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_29222254572_o.jpg,bf_480,20160714,2016,7,14,165441
brooksFalls/fa_2015_2016/bf_480/2016CF_otis-480_28710866233_o.jpg,bf_480,20160715,2016,7,15,163519
brooksFalls/bear_mon_201607/bf_480/P1240850.JPG,bf_480,20160710,2016,7,10,195724
brooksFalls/bear_mon_201507/bf_480/P1210177.JPG,bf_480,20150718,2015,7,18,203402
brooksFalls/ko_201709/bf_480/480-45.jpg,bf_480,20160920,2016,9,20,191430
brooksFalls/an_201708/bf_480/28945700175_ea501bd65e_k.jpg,bf_480,0,0,0,0,0
brooksFalls/fa_2015_2016/bf_480/2015CF_otis-480_20336622479_o.jpg,bf_480,20150711,2015,7,11,152106
brooksFalls/an_201708/bf_480/29976904445_2a90e3e2ef_k.jpg,bf_480,0,0,0,0,0
brooksFalls/ko_201709/bf_480/480-57.jpg,bf_480,20160920,2016,9,20,191452
